PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5686
Apogee: 2120' AGL
Ground Elevation: -145' MSL
NumSamps: 2424
Flight Number: 3
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 12.20 Seconds
Main At: 80.50 Seconds
Max Drogue Current: 8 Amps
Max Main Current: 6 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
33.00, 1639, -18, 71.35, 8.20
33.05, 1637, -18, 71.35, 8.20
33.10, 1635, -18, 71.35, 8.20
33.15, 1635, -18, 71.37, 8.20
33.20, 1634, -18, 71.35, 8.20
33.25, 1632, -18, 71.35, 8.20
33.30, 1632, -18, 71.37, 8.20
33.35, 1630, -18, 71.37, 8.20
33.40, 1629, -18, 71.37, 8.20
33.45, 1628, -18, 71.35, 8.20
33.50, 1629, -18, 71.35, 8.20
33.55, 1627, -18, 71.35, 8.30
33.60, 1626, -18, 71.35, 8.30
33.65, 1626, -19, 71.35, 8.30
33.70, 1624, -19, 71.35, 8.30
33.75, 1624, -19, 71.35, 8.20
33.80, 1623, -19, 71.35, 8.20
33.85, 1621, -19, 71.35, 8.20
33.90, 1621, -18, 71.35, 8.20
33.95, 1620, -18, 71.37, 8.30
34.00, 1620, -18, 71.35, 8.20
34.05, 1619, -18, 71.35, 8.20
34.10, 1619, -18, 71.35, 8.30
34.15, 1616, -18, 71.35, 8.20
34.20, 1616, -18, 71.37, 8.20
34.25, 1616, -18, 71.37, 8.20
34.30, 1615, -18, 71.35, 8.30
34.35, 1615, -18, 71.35, 8.20
34.40, 1611, -18, 71.37, 8.20
34.45, 1612, -18, 71.35, 8.20
34.50, 1611, -18, 71.37, 8.20
34.55, 1611, -18, 71.35, 8.30
34.60, 1609, -18, 71.35, 8.20
34.65, 1608, -18, 71.35, 8.20
34.70, 1607, -18, 71.35, 8.20
34.75, 1606, -18, 71.35, 8.30
34.80, 1605, -18, 71.35, 8.20
34.85, 1604, -18, 71.35, 8.20
34.90, 1605, -18, 71.35, 8.30
34.95, 1602, -18, 71.35, 8.30
35.00, 1600, -18, 71.35, 8.20
35.05, 1602, -18, 71.35, 8.30
35.10, 1601, -18, 71.35, 8.20
35.15, 1598, -18, 71.35, 8.20
35.20, 1598, -18, 71.35, 8.20
35.25, 1595, -18, 71.37, 8.20
35.30, 1597, -18, 71.35, 8.20
35.35, 1595, -18, 71.35, 8.30
35.40, 1594, -18, 71.37, 8.20
35.45, 1594, -18, 71.35, 8.30
35.50, 1592, -18, 71.35, 8.20
35.55, 1592, -18, 71.35, 8.20
35.60, 1591, -18, 71.35, 8.30
35.65, 1589, -17, 71.37, 8.20
35.70, 1590, -17, 71.35, 8.20
35.75, 1589, -17, 71.35, 8.30
35.80, 1587, -17, 71.35, 8.20
35.85, 1586, -17, 71.35, 8.30
35.90, 1583, -17, 71.37, 8.20
35.95, 1584, -17, 71.35, 8.20
36.00, 1583, -17, 71.35, 8.30
36.05, 1582, -17, 71.35, 8.30
36.10, 1582, -17, 71.35, 8.30
36.15, 1580, -17, 71.37, 8.20
36.20, 1580, -17, 71.35, 8.20
36.25, 1578, -17, 71.35, 8.20
36.30, 1578, -17, 71.35, 8.20
36.35, 1577, -17, 71.35, 8.20
36.40, 1577, -17, 71.35, 8.20
36.45, 1577, -17, 71.35, 8.20
36.50, 1575, -17, 71.35, 8.20
36.55, 1575, -17, 71.35, 8.30
36.60, 1574, -17, 71.35, 8.20
36.65, 1574, -17, 71.35, 8.20
36.70, 1573, -17, 71.35, 8.20
36.75, 1571, -17, 71.37, 8.20
36.80, 1570, -17, 71.37, 8.30
36.85, 1570, -17, 71.37, 8.20
36.90, 1568, -17, 71.35, 8.20
36.95, 1568, -17, 71.35, 8.20
37.00, 1568, -17, 71.35, 8.20
37.05, 1567, -17, 71.35, 8.30
37.10, 1565, -17, 71.35, 8.30
37.15, 1565, -17, 71.35, 8.20
37.20, 1564, -17, 71.35, 8.20
37.25, 1563, -17, 71.35, 8.20
37.30, 1562, -17, 71.35, 8.30
37.35, 1562, -17, 71.35, 8.20
37.40, 1560, -17, 71.35, 8.20
37.45, 1560, -17, 71.35, 8.20
37.50, 1557, -17, 71.35, 8.30
37.55, 1558, -18, 71.35, 8.20
37.60, 1556, -18, 71.35, 8.20
37.65, 1556, -18, 71.35, 8.20
37.70, 1555, -18, 71.35, 8.20
37.75, 1553, -18, 71.35, 8.20
37.80, 1553, -18, 71.35, 8.20
37.85, 1551, -18, 71.35, 8.30
37.90, 1552, -18, 71.35, 8.20
37.95, 1551, -18, 71.35, 8.20
38.00, 1550, -18, 71.35, 8.20
38.05, 1548, -18, 71.35, 8.20
38.10, 1548, -18, 71.35, 8.20
38.15, 1547, -17, 71.35, 8.20
38.20, 1544, -17, 71.35, 8.20
38.25, 1543, -17, 71.37, 8.20
38.30, 1545, -17, 71.35, 8.30
38.35, 1544, -17, 71.35, 8.20
38.40, 1541, -17, 71.35, 8.20
38.45, 1542, -17, 71.35, 8.20
38.50, 1541, -17, 71.35, 8.20
38.55, 1539, -17, 71.35, 8.20
38.60, 1539, -17, 71.35, 8.30
38.65, 1538, -17, 71.35, 8.20
38.70, 1538, -17, 71.35, 8.20
38.75, 1536, -17, 71.35, 8.20
38.80, 1535, -17, 71.35, 8.20
38.85, 1535, -17, 71.35, 8.20
38.90, 1532, -17, 71.35, 8.20
38.95, 1533, -17, 71.33, 8.20
39.00, 1532, -17, 71.35, 8.20
39.05, 1532, -16, 71.35, 8.30
39.10, 1531, -16, 71.35, 8.30
39.15, 1529, -16, 71.35, 8.20
39.20, 1529, -16, 71.35, 8.30
39.25, 1530, -16, 71.35, 8.20
39.30, 1528, -16, 71.35, 8.30
39.35, 1528, -16, 71.35, 8.30
39.40, 1527, -16, 71.35, 8.30
39.45, 1526, -16, 71.35, 8.20
39.50, 1525, -16, 71.35, 8.20
39.55, 1524, -16, 71.35, 8.20
39.60, 1523, -16, 71.35, 8.20
39.65, 1523, -16, 71.35, 8.20
39.70, 1521, -16, 71.35, 8.30
39.75, 1520, -16, 71.35, 8.20
39.80, 1519, -16, 71.35, 8.20
39.85, 1519, -16, 71.35, 8.20
39.90, 1519, -16, 71.35, 8.30
39.95, 1517, -16, 71.35, 8.20
40.00, 1517, -16, 71.35, 8.20
40.05, 1515, -16, 71.35, 8.20
40.10, 1515, -16, 71.35, 8.30
40.15, 1515, -16, 71.35, 8.20
40.20, 1514, -16, 71.35, 8.20
40.25, 1513, -16, 71.35, 8.20
40.30, 1511, -16, 71.35, 8.20
40.35, 1511, -17, 71.35, 8.20
40.40, 1511, -17, 71.35, 8.20
40.45, 1510, -17, 71.35, 8.20
40.50, 1509, -17, 71.35, 8.20
40.55, 1507, -16, 71.35, 8.20
40.60, 1507, -16, 71.35, 8.20
40.65, 1506, -16, 71.35, 8.20
40.70, 1506, -16, 71.35, 8.20
40.75, 1504, -16, 71.35, 8.20
40.80, 1503, -16, 71.35, 8.20
40.85, 1503, -16, 71.35, 8.20
40.90, 1501, -16, 71.35, 8.20
40.95, 1500, -17, 71.35, 8.20
41.00, 1501, -17, 71.35, 8.20
41.05, 1500, -17, 71.35, 8.30
41.10, 1499, -17, 71.35, 8.20
41.15, 1499, -17, 71.35, 8.20
41.20, 1497, -17, 71.35, 8.20
41.25, 1496, -17, 71.35, 8.30
41.30, 1496, -17, 71.35, 8.20
41.35, 1494, -17, 71.35, 8.20
41.40, 1494, -17, 71.35, 8.30
41.45, 1492, -17, 71.35, 8.20
41.50, 1493, -18, 71.35, 8.20
41.55, 1491, -18, 71.35, 8.20
41.60, 1490, -18, 71.35, 8.20
41.65, 1489, -18, 71.35, 8.30
41.70, 1490, -17, 71.33, 8.20
41.75, 1489, -17, 71.35, 8.30
41.80, 1486, -17, 71.35, 8.20
41.85, 1486, -18, 71.35, 8.20
41.90, 1485, -18, 71.35, 8.20
41.95, 1484, -18, 71.35, 8.20
42.00, 1484, -18, 71.35, 8.20
42.05, 1483, -18, 71.35, 8.30
42.10, 1481, -18, 71.35, 8.30
42.15, 1481, -18, 71.35, 8.30
42.20, 1480, -18, 71.35, 8.30
42.25, 1479, -19, 71.35, 8.20
42.30, 1477, -19, 71.35, 8.20
42.35, 1477, -19, 71.35, 8.20
42.40, 1476, -19, 71.33, 8.20
42.45, 1474, -19, 71.35, 8.30
42.50, 1473, -19, 71.35, 8.30
42.55, 1473, -19, 71.35, 8.20
42.60, 1472, -19, 71.35, 8.20
42.65, 1470, -19, 71.35, 8.30
42.70, 1472, -20, 71.35, 8.20
42.75, 1470, -20, 71.35, 8.20
42.80, 1468, -20, 71.35, 8.20
42.85, 1466, -19, 71.35, 8.20
42.90, 1467, -19, 71.35, 8.20
42.95, 1464, -19, 71.35, 8.20
43.00, 1463, -19, 71.35, 8.30
43.05, 1463, -20, 71.35, 8.30
43.10, 1463, -20, 71.35, 8.20
43.15, 1462, -20, 71.35, 8.20
43.20, 1461, -20, 71.35, 8.30
43.25, 1458, -20, 71.35, 8.20
43.30, 1457, -20, 71.35, 8.30
43.35, 1456, -20, 71.35, 8.20
43.40, 1457, -20, 71.35, 8.20
43.45, 1455, -20, 71.35, 8.30
43.50, 1454, -20, 71.35, 8.20
43.55, 1453, -21, 71.33, 8.20
43.60, 1452, -21, 71.35, 8.20
43.65, 1451, -21, 71.35, 8.20
43.70, 1450, -21, 71.35, 8.20
43.75, 1448, -21, 71.35, 8.20
43.80, 1448, -21, 71.35, 8.30
43.85, 1447, -21, 71.35, 8.20
43.90, 1448, -21, 71.35, 8.20
43.95, 1446, -21, 71.33, 8.20
44.00, 1444, -21, 71.35, 8.20
44.05, 1443, -21, 71.33, 8.20
44.10, 1442, -21, 71.35, 8.30
44.15, 1441, -21, 71.35, 8.20
44.20, 1439, -21, 71.35, 8.20
44.25, 1438, -21, 71.35, 8.30
44.30, 1437, -21, 71.35, 8.30
44.35, 1435, -21, 71.35, 8.20
44.40, 1435, -21, 71.33, 8.30
44.45, 1434, -21, 71.35, 8.30
44.50, 1432, -21, 71.35, 8.30
44.55, 1432, -21, 71.35, 8.30
44.60, 1430, -21, 71.35, 8.30
44.65, 1430, -20, 71.35, 8.30
44.70, 1429, -20, 71.33, 8.30
44.75, 1428, -20, 71.33, 8.30
44.80, 1426, -20, 71.35, 8.20
44.85, 1426, -21, 71.33, 8.20
44.90, 1425, -21, 71.35, 8.20
44.95, 1424, -21, 71.33, 8.30
45.00, 1422, -21, 71.35, 8.20
45.05, 1421, -20, 71.35, 8.30
45.10, 1421, -20, 71.35, 8.20
45.15, 1420, -20, 71.35, 8.30
45.20, 1418, -20, 71.35, 8.20
45.25, 1417, -20, 71.35, 8.20
45.30, 1417, -20, 71.33, 8.30
45.35, 1415, -20, 71.33, 8.20
45.40, 1415, -20, 71.35, 8.30
45.45, 1413, -20, 71.35, 8.20
45.50, 1413, -20, 71.35, 8.20
45.55, 1412, -20, 71.35, 8.20
45.60, 1411, -20, 71.35, 8.30
45.65, 1410, -20, 71.35, 8.20
45.70, 1409, -20, 71.33, 8.20
45.75, 1409, -20, 71.33, 8.20
45.80, 1407, -20, 71.35, 8.20
45.85, 1405, -20, 71.35, 8.20
45.90, 1406, -20, 71.35, 8.20
45.95, 1404, -20, 71.35, 8.20
46.00, 1403, -20, 71.35, 8.20
46.05, 1404, -20, 71.33, 8.20
46.10, 1401, -20, 71.35, 8.20
46.15, 1400, -20, 71.35, 8.20
46.20, 1398, -20, 71.35, 8.30
46.25, 1398, -20, 71.33, 8.20
46.30, 1395, -20, 71.35, 8.20
46.35, 1395, -20, 71.33, 8.20
46.40, 1395, -20, 71.33, 8.20
46.45, 1393, -20, 71.35, 8.20
46.50, 1392, -20, 71.35, 8.20
46.55, 1392, -20, 71.33, 8.20
46.60, 1390, -20, 71.33, 8.20
46.65, 1389, -20, 71.33, 8.20
46.70, 1389, -20, 71.35, 8.30
46.75, 1388, -20, 71.35, 8.30
46.80, 1386, -20, 71.35, 8.20
46.85, 1386, -20, 71.35, 8.20
46.90, 1384, -21, 71.35, 8.30
46.95, 1382, -21, 71.35, 8.20
47.00, 1383, -21, 71.33, 8.20
47.05, 1380, -21, 71.35, 8.20
47.10, 1380, -21, 71.31, 8.20
47.15, 1381, -20, 71.31, 8.20
47.20, 1378, -20, 71.35, 8.20
47.25, 1378, -20, 71.33, 8.20
47.30, 1378, -20, 71.33, 8.30
47.35, 1376, -20, 71.33, 8.20
47.40, 1374, -20, 71.35, 8.30
47.45, 1374, -20, 71.35, 8.20
47.50, 1374, -20, 71.35, 8.20
47.55, 1370, -20, 71.35, 8.20
47.60, 1371, -20, 71.33, 8.30
47.65, 1369, -20, 71.33, 8.30
47.70, 1368, -20, 71.35, 8.30
47.75, 1367, -20, 71.33, 8.20
47.80, 1367, -20, 71.33, 8.30
47.85, 1366, -20, 71.35, 8.20
47.90, 1362, -20, 71.35, 8.20
47.95, 1363, -20, 71.33, 8.20
48.00, 1362, -20, 71.33, 8.20
48.05, 1361, -20, 71.33, 8.20
48.10, 1361, -20, 71.33, 8.30
48.15, 1358, -20, 71.35, 8.20
48.20, 1359, -20, 71.33, 8.20
48.25, 1358, -20, 71.31, 8.20
48.30, 1357, -21, 71.31, 8.20
48.35, 1353, -21, 71.35, 8.20
48.40, 1354, -21, 71.35, 8.20
48.45, 1352, -21, 71.35, 8.20
48.50, 1352, -20, 71.35, 8.30
48.55, 1350, -20, 71.35, 8.20
48.60, 1350, -20, 71.33, 8.20
48.65, 1348, -20, 71.35, 8.30
48.70, 1349, -20, 71.33, 8.30
48.75, 1346, -20, 71.35, 8.30
48.80, 1346, -20, 71.31, 8.20
48.85, 1346, -20, 71.33, 8.20
48.90, 1345, -20, 71.35, 8.30
48.95, 1343, -20, 71.33, 8.20
49.00, 1342, -20, 71.33, 8.20
49.05, 1340, -20, 71.35, 8.20
49.10, 1340, -20, 71.31, 8.20
49.15, 1340, -20, 71.35, 8.20
49.20, 1339, -20, 71.33, 8.20
49.25, 1337, -20, 71.35, 8.20
49.30, 1335, -20, 71.35, 8.20
49.35, 1335, -20, 71.33, 8.20
49.40, 1333, -20, 71.33, 8.20
49.45, 1333, -20, 71.35, 8.20
49.50, 1331, -20, 71.35, 8.20
49.55, 1333, -20, 71.33, 8.30
49.60, 1330, -20, 71.35, 8.20
49.65, 1329, -20, 71.33, 8.30
49.70, 1327, -20, 71.35, 8.30
49.75, 1327, -20, 71.33, 8.20
49.80, 1325, -20, 71.35, 8.30
49.85, 1324, -20, 71.33, 8.20
49.90, 1324, -20, 71.33, 8.20
49.95, 1324, -19, 71.31, 8.30
50.00, 1321, -19, 71.35, 8.20
50.05, 1321, -19, 71.33, 8.20
50.10, 1319, -19, 71.35, 8.20
50.15, 1317, -19, 71.35, 8.20
50.20, 1318, -19, 71.35, 8.20
50.25, 1318, -18, 71.33, 8.20
50.30, 1317, -18, 71.33, 8.20
50.35, 1315, -18, 71.33, 8.20
50.40, 1314, -18, 71.35, 8.20
50.45, 1313, -18, 71.35, 8.20
50.50, 1313, -19, 71.35, 8.20
50.55, 1310, -19, 71.35, 8.30
50.60, 1309, -19, 71.33, 8.20
50.65, 1309, -19, 71.33, 8.20
50.70, 1307, -19, 71.35, 8.20
50.75, 1307, -18, 71.33, 8.20
50.80, 1307, -18, 71.35, 8.30
50.85, 1306, -18, 71.35, 8.20
50.90, 1307, -18, 71.33, 8.20
50.95, 1305, -18, 71.31, 8.20
51.00, 1303, -18, 71.35, 8.20
51.05, 1303, -17, 71.35, 8.20
51.10, 1304, -17, 71.31, 8.20
51.15, 1302, -17, 71.33, 8.20
51.20, 1300, -17, 71.33, 8.20
51.25, 1301, -17, 71.31, 8.20
51.30, 1299, -17, 71.35, 8.20
51.35, 1299, -17, 71.31, 8.30
51.40, 1296, -16, 71.35, 8.20
51.45, 1296, -16, 71.33, 8.20
51.50, 1295, -16, 71.33, 8.20
51.55, 1293, -16, 71.33, 8.20
51.60, 1293, -15, 71.31, 8.20
51.65, 1291, -15, 71.33, 8.20
51.70, 1290, -15, 71.35, 8.20
51.75, 1290, -16, 71.31, 8.20
51.80, 1291, -16, 71.31, 8.30
51.85, 1290, -16, 71.31, 8.20
51.90, 1288, -16, 71.33, 8.30
51.95, 1286, -16, 71.35, 8.30
52.00, 1286, -16, 71.35, 8.20
52.05, 1287, -17, 71.31, 8.20
52.10, 1285, -17, 71.33, 8.20
52.15, 1284, -17, 71.35, 8.20
52.20, 1285, -17, 71.33, 8.20
52.25, 1283, -17, 71.33, 8.20
52.30, 1283, -16, 71.31, 8.30
52.35, 1281, -16, 71.33, 8.30
52.40, 1282, -16, 71.33, 8.30
52.45, 1281, -16, 71.35, 8.20
52.50, 1282, -16, 71.31, 8.20
52.55, 1279, -16, 71.33, 8.20
52.60, 1278, -16, 71.35, 8.20
52.65, 1278, -16, 71.33, 8.20
52.70, 1277, -16, 71.33, 8.20
52.75, 1276, -16, 71.33, 8.20
52.80, 1276, -17, 71.35, 8.20
52.85, 1274, -17, 71.35, 8.20
52.90, 1273, -17, 71.35, 8.20
52.95, 1272, -16, 71.31, 8.20
53.00, 1271, -17, 71.31, 8.30
53.05, 1270, -17, 71.33, 8.20
53.10, 1270, -17, 71.33, 8.20
53.15, 1268, -17, 71.31, 8.20
53.20, 1268, -18, 71.33, 8.20
53.25, 1267, -18, 71.31, 8.30
53.30, 1267, -18, 71.33, 8.20
53.35, 1266, -18, 71.31, 8.20
53.40, 1263, -18, 71.33, 8.20
53.45, 1262, -18, 71.33, 8.20
53.50, 1262, -18, 71.31, 8.20
53.55, 1260, -18, 71.33, 8.20
53.60, 1261, -19, 71.33, 8.20
53.65, 1258, -19, 71.33, 8.30
53.70, 1258, -19, 71.31, 8.20
53.75, 1258, -19, 71.33, 8.20
53.80, 1257, -19, 71.31, 8.20
53.85, 1256, -19, 71.33, 8.30
53.90, 1255, -18, 71.33, 8.20
53.95, 1254, -18, 71.31, 8.30
54.00, 1254, -18, 71.31, 8.30
54.05, 1252, -19, 71.31, 8.20
54.10, 1251, -19, 71.31, 8.20
54.15, 1250, -19, 71.31, 8.20
54.20, 1249, -19, 71.31, 8.20
54.25, 1247, -19, 71.31, 8.30
54.30, 1247, -19, 71.33, 8.20
54.35, 1247, -19, 71.31, 8.30
54.40, 1246, -19, 71.31, 8.20
54.45, 1244, -19, 71.33, 8.20
54.50, 1243, -19, 71.33, 8.20
54.55, 1243, -19, 71.33, 8.20
54.60, 1242, -19, 71.31, 8.20
54.65, 1240, -19, 71.31, 8.30
54.70, 1239, -19, 71.33, 8.20
54.75, 1238, -20, 71.33, 8.20
54.80, 1238, -20, 71.35, 8.30
54.85, 1238, -20, 71.33, 8.20
54.90, 1236, -20, 71.31, 8.20
54.95, 1235, -20, 71.31, 8.20
55.00, 1234, -20, 71.31, 8.20
55.05, 1233, -20, 71.31, 8.20
55.10, 1232, -20, 71.31, 8.30
55.15, 1231, -20, 71.31, 8.20
55.20, 1230, -20, 71.31, 8.20
55.25, 1228, -20, 71.31, 8.20
55.30, 1227, -20, 71.33, 8.30
55.35, 1226, -21, 71.31, 8.30
55.40, 1225, -21, 71.31, 8.20
55.45, 1225, -21, 71.31, 8.30
55.50, 1225, -21, 71.31, 8.20
55.55, 1223, -21, 71.31, 8.20
55.60, 1222, -21, 71.31, 8.20
55.65, 1220, -21, 71.31, 8.20
55.70, 1219, -21, 71.31, 8.20
55.75, 1218, -21, 71.31, 8.20
55.80, 1217, -22, 71.31, 8.20
55.85, 1216, -22, 71.31, 8.20
55.90, 1214, -22, 71.31, 8.30
55.95, 1214, -22, 71.33, 8.30
56.00, 1214, -22, 71.31, 8.20
56.05, 1212, -22, 71.31, 8.20
56.10, 1211, -22, 71.33, 8.30
56.15, 1211, -22, 71.31, 8.20
56.20, 1208, -22, 71.33, 8.20
56.25, 1207, -22, 71.33, 8.20
56.30, 1206, -22, 71.31, 8.30
56.35, 1205, -22, 71.31, 8.20
56.40, 1204, -22, 71.33, 8.30
56.45, 1203, -23, 71.31, 8.20
56.50, 1203, -23, 71.31, 8.20
56.55, 1201, -23, 71.31, 8.30
56.60, 1198, -23, 71.33, 8.20
56.65, 1197, -22, 71.33, 8.20
56.70, 1197, -22, 71.33, 8.20
56.75, 1195, -22, 71.31, 8.20
56.80, 1196, -22, 71.31, 8.20
56.85, 1194, -22, 71.33, 8.20
56.90, 1193, -22, 71.31, 8.20
56.95, 1192, -22, 71.31, 8.20
57.00, 1191, -22, 71.31, 8.20
57.05, 1189, -22, 71.31, 8.20
57.10, 1187, -23, 71.35, 8.20
57.15, 1186, -23, 71.31, 8.30
57.20, 1186, -23, 71.31, 8.20
57.25, 1184, -22, 71.31, 8.20
57.30, 1183, -22, 71.31, 8.20
57.35, 1182, -22, 71.31, 8.30
57.40, 1182, -22, 71.31, 8.20
57.45, 1179, -22, 71.31, 8.20
57.50, 1178, -21, 71.33, 8.20
57.55, 1177, -21, 71.31, 8.20
57.60, 1178, -21, 71.31, 8.20
57.65, 1176, -21, 71.31, 8.20
57.70, 1175, -21, 71.31, 8.20
57.75, 1173, -21, 71.31, 8.30
57.80, 1173, -21, 71.31, 8.30
57.85, 1171, -21, 71.31, 8.20
57.90, 1170, -21, 71.31, 8.30
57.95, 1170, -21, 71.31, 8.20
58.00, 1169, -21, 71.31, 8.20
58.05, 1167, -20, 71.31, 8.20
58.10, 1166, -20, 71.31, 8.20
58.15, 1164, -20, 71.33, 8.30
58.20, 1164, -20, 71.31, 8.20
58.25, 1162, -20, 71.31, 8.30
58.30, 1162, -20, 71.31, 8.20
58.35, 1163, -20, 71.31, 8.30
58.40, 1161, -21, 71.31, 8.20
58.45, 1159, -20, 71.31, 8.30
58.50, 1160, -20, 71.31, 8.20
58.55, 1158, -20, 71.31, 8.20
58.60, 1157, -20, 71.31, 8.20
58.65, 1157, -20, 71.33, 8.30
58.70, 1155, -20, 71.31, 8.20
58.75, 1155, -20, 71.33, 8.30
58.80, 1153, -19, 71.31, 8.30
58.85, 1151, -19, 71.31, 8.30
58.90, 1151, -20, 71.31, 8.20
58.95, 1150, -20, 71.31, 8.20
59.00, 1150, -19, 71.31, 8.20
59.05, 1147, -19, 71.31, 8.20
59.10, 1148, -19, 71.31, 8.20
59.15, 1146, -19, 71.31, 8.20
59.20, 1145, -19, 71.31, 8.20
59.25, 1143, -19, 71.33, 8.30
59.30, 1143, -20, 71.31, 8.20
59.35, 1140, -20, 71.33, 8.20
59.40, 1139, -20, 71.33, 8.20
59.45, 1139, -19, 71.31, 8.20
59.50, 1139, -19, 71.31, 8.20
59.55, 1138, -19, 71.31, 8.20
59.60, 1137, -19, 71.31, 8.20
59.65, 1137, -20, 71.31, 8.20
59.70, 1136, -19, 71.31, 8.20
59.75, 1134, -19, 71.31, 8.20
59.80, 1134, -19, 71.31, 8.20
59.85, 1132, -19, 71.31, 8.20
59.90, 1131, -19, 71.31, 8.20
59.95, 1130, -19, 71.33, 8.20
60.00, 1130, -19, 71.31, 8.20
60.05, 1130, -19, 71.31, 8.20
60.10, 1127, -20, 71.31, 8.30
60.15, 1126, -20, 71.31, 8.20
60.20, 1125, -19, 71.31, 8.20
60.25, 1123, -19, 71.33, 8.20
60.30, 1124, -19, 71.31, 8.20
60.35, 1123, -19, 71.31, 8.20
60.40, 1122, -19, 71.31, 8.20
60.45, 1122, -19, 71.31, 8.20
60.50, 1120, -20, 71.33, 8.30
60.55, 1119, -20, 71.31, 8.20
60.60, 1118, -20, 71.31, 8.20
60.65, 1118, -20, 71.31, 8.20
60.70, 1117, -20, 71.31, 8.30
60.75, 1115, -20, 71.31, 8.20
60.80, 1115, -20, 71.31, 8.20
60.85, 1114, -20, 71.31, 8.30
60.90, 1112, -20, 71.33, 8.20
60.95, 1111, -20, 71.31, 8.20
61.00, 1111, -20, 71.31, 8.20
61.05, 1109, -20, 71.31, 8.30
61.10, 1108, -20, 71.31, 8.30
61.15, 1106, -20, 71.31, 8.20
61.20, 1106, -20, 71.31, 8.30
61.25, 1105, -20, 71.31, 8.20
61.30, 1104, -20, 71.31, 8.20
61.35, 1103, -20, 71.31, 8.20
61.40, 1102, -20, 71.31, 8.20
61.45, 1100, -20, 71.31, 8.30
61.50, 1099, -20, 71.31, 8.20
61.55, 1097, -21, 71.31, 8.20
61.60, 1099, -21, 71.31, 8.30
61.65, 1096, -21, 71.31, 8.30
61.70, 1095, -21, 71.31, 8.20
61.75, 1095, -21, 71.31, 8.30
61.80, 1093, -21, 71.31, 8.20
61.85, 1092, -21, 71.31, 8.20
61.90, 1093, -21, 71.31, 8.20
61.95, 1090, -21, 71.31, 8.20
62.00, 1089, -21, 71.31, 8.30
62.05, 1089, -21, 71.31, 8.30
62.10, 1088, -21, 71.31, 8.30
62.15, 1087, -21, 71.31, 8.20
62.20, 1085, -21, 71.31, 8.30
62.25, 1085, -21, 71.31, 8.20
