# maciexl-1-or (Data loaded from a file)
# 498 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.71,2116.736,2116.736,34.552,34.801,-10.329,10.329,124.39,0.033,124.39,90.012,4.155,0.089,28.61,-80.6,0.056,-6.858e-6,-2.693,0.009,80.157,89.954,3967,245,0.393,0.002,9.79,1225,904,4.074,0,0,2.161,0.628,0.355,0.21,0.063,0.628,0.01,0.043,3.193e-4,0,0,0,0,-0.003,1.812,90.012,10.806,938.4,0.001,337.848,0.104,3.608e6,79,50,0.05,0.097,0.004
8.76,2122.362,2122.362,34.036,34.288,-10.307,10.308,125.072,0.036,125.072,90.012,4.149,0.126,28.61,-80.6,0.172,-6.853e-6,2.807,0.007,79.985,89.954,3967,245,0.393,0.002,9.79,1223,904,4.044,0,0,2.101,0.628,0.355,0.21,0.063,0.628,0.035,0.14,-4.168e-4,0,0,0,0,0.003,1.968,90.012,10.795,938.2,0.001,337.841,0.102,3.558e6,79,50,0.05,0.097,0.004
8.81,2127.9,2127.9,33.522,33.777,-10.292,10.293,125.751,0.036,125.751,90.012,4.143,0.122,28.61,-80.6,0.172,-6.858e-6,3.094,0.009,79.87,89.954,3967,245,0.393,0.002,9.79,1223,904,4.046,0,0,2.04,0.628,0.355,0.21,0.063,0.628,0.034,0.134,4.041e-5,0,0,0,0,0.004,1.966,90.012,10.784,938,0.001,337.834,0.101,3.506e6,79,50,0.05,0.098,0.004
8.86,2133.36,2133.36,33.007,33.266,-10.278,10.279,126.43,0.036,126.43,90.012,4.137,0.111,28.61,-80.6,0.115,-6.858e-6,3.266,0.016,79.698,89.954,3967,245,0.393,0.002,9.79,1224,904,4.059,0,0,1.978,0.628,0.355,0.21,0.063,0.628,0.023,0.087,1.513e-4,0,0,0,0,0.004,1.935,90.012,10.773,937.8,0.001,337.828,0.099,3.452e6,79,50,0.05,0.098,0.004
8.91,2138.73,2138.73,32.494,32.755,-10.263,10.263,127.11,0.036,127.11,90.012,4.131,0.112,28.61,-80.6,0.172,-6.858e-6,3.438,0.015,79.527,89.954,3967,245,0.393,0.002,9.79,1223,904,4.055,0,0,1.919,0.628,0.355,0.21,0.063,0.628,0.026,0.099,2.721e-4,0,0,0,0,0.005,1.955,90.012,10.763,937.6,0.001,337.821,0.098,3.4e6,79,50,0.05,0.098,0.004
8.96,2144.019,2144.019,31.981,32.246,-10.248,10.249,127.785,0.036,127.785,90.012,4.126,0.108,28.61,-80.6,0.115,-6.864e-6,3.61,0.017,79.355,89.954,3967,245,0.393,0.002,9.79,1224,904,4.058,0,0,1.86,0.628,0.355,0.21,0.063,0.628,0.023,0.09,3.123e-4,0,0,0,0,0.006,1.959,90.012,10.752,937.5,0.001,337.815,0.096,3.348e6,79,50,0.05,0.099,0.004
9.01,2149.222,2149.222,31.469,31.738,-10.233,10.233,128.461,0.036,128.461,90.012,4.12,0.113,28.61,-80.6,0.172,-6.858e-6,3.782,0.011,79.183,89.954,3967,245,0.393,0.002,9.79,1223,904,4.046,0,0,1.804,0.627,0.355,0.21,0.063,0.628,0.034,0.131,2.663e-4,0,0,0,0,0.006,2.005,90.012,10.742,937.3,0.001,337.809,0.095,3.297e6,79,50,0.05,0.099,0.004
9.06,2154.344,2154.344,30.958,31.23,-10.219,10.219,129.137,0.036,129.137,90.012,4.115,0.11,28.61,-80.6,0.172,-6.858e-6,4.011,0.012,78.954,89.954,3967,245,0.393,0.002,9.79,1223,904,4.048,0,0,1.748,0.627,0.355,0.21,0.063,0.628,0.032,0.123,3.743e-4,0,0,0,0,0.007,2.015,90.012,10.732,937.1,0.001,337.802,0.093,3.245e6,79,50,0.05,0.099,0.004
9.11,2159.38,2159.38,30.447,30.723,-10.204,10.204,129.813,0.036,129.813,90.012,4.109,0.116,28.61,-80.6,0.229,-6.853e-6,4.24,0.007,78.782,89.954,3967,245,0.393,0.002,9.79,1222,904,4.035,0,0,1.693,0.627,0.355,0.21,0.063,0.628,0.043,0.166,-8.565e-5,0,0,0,0,0.008,2.067,90.012,10.722,936.9,0.001,337.796,0.092,3.194e6,79,50,0.05,0.1,0.004
9.16,2164.334,2164.334,29.937,30.217,-10.19,10.19,130.486,0.039,130.486,90.012,4.103,0.116,28.61,-80.6,0.286,-6.847e-6,4.469,0.005,78.553,89.954,3967,245,0.393,0.002,9.79,1221,904,4.031,0,0,1.64,0.627,0.355,0.21,0.063,0.627,0.046,0.177,-1.178e-4,0,0,0,0,0.01,2.098,90.012,10.712,936.8,0.001,337.79,0.091,3.143e6,79,50,0.05,0.1,0.004
9.21,2169.203,2169.203,29.428,29.712,-10.178,10.178,131.158,0.039,131.158,90.012,4.098,0.106,28.61,-80.6,0.172,-6.83e-6,4.698,0.007,78.323,89.954,3967,245,0.393,0.002,9.79,1223,904,4.046,0,0,1.586,0.627,0.355,0.21,0.063,0.627,0.033,0.125,5.984e-5,0,0,0,0,0.011,2.083,90.012,10.702,936.6,0.001,337.785,0.089,3.091e6,79,50,0.05,0.1,0.004
9.26,2173.99,2173.99,28.919,29.208,-10.168,10.168,131.831,0.039,131.831,90.012,4.093,0.088,28.61,-80.6,0.043,-6.824e-6,4.813,0.031,78.094,89.954,3967,245,0.393,0.002,9.79,1225,904,4.076,0,0,1.532,0.627,0.355,0.21,0.063,0.627,0.008,0.019,2.295e-4,0,0,0,0,0.012,2.03,90.012,10.693,936.4,0.001,337.779,0.088,3.038e6,79,50,0.05,0.1,0.004
9.31,2178.691,2178.691,28.411,28.704,-10.155,10.156,132.5,0.039,132.5,90.012,4.089,0.082,28.61,-80.6,0.001,-6.824e-6,0,0,77.865,89.954,3967,245,0.393,0.002,9.79,1226,904,4.085,0,0,1.48,0.627,0.355,0.21,0.063,0.627,2.589e-4,6.234e-4,-4.654e-4,0,0,0,0,0,2.03,90.012,10.684,936.3,0.001,337.773,0.086,2.987e6,79,50,0.05,0.101,0.004
9.36,2183.31,2183.31,27.904,28.201,-10.142,10.143,133.173,0.039,133.173,90.012,4.085,0.083,28.61,-80.6,0.023,-6.824e-6,4.813,0.018,77.578,89.954,3967,245,0.393,0.002,9.79,1225,904,4.08,0,0,1.431,0.627,0.355,0.21,0.063,0.627,0.004,0.004,2.431e-4,0,0,0,0,0.013,2.059,90.012,10.674,936.1,0.001,337.768,0.085,2.936e6,79,50,0.05,0.101,0.004
9.41,2187.844,2187.844,27.397,27.699,-10.133,10.134,133.842,0.039,133.842,89.954,4.081,0.065,28.61,-80.6,0.172,-6.824e-6,-4.756,0.005,77.349,89.954,3967,245,0.393,0.002,9.79,1223,904,4.052,0,0,1.38,0.627,0.355,0.21,0.063,0.627,0.028,0.126,4.169e-4,0,0,0,0,-0.013,1.981,90.012,10.665,936,0.001,337.762,0.083,2.883e6,79,50,0.05,0.102,0.004
9.46,2192.297,2192.297,26.891,27.198,-10.122,10.122,134.511,0.039,134.511,89.954,4.078,0.061,28.61,-80.6,0.172,-6.83e-6,-4.584,0.003,77.12,89.954,3967,245,0.393,0.002,9.79,1223,904,4.046,0,0,1.331,0.627,0.355,0.21,0.063,0.627,0.033,0.148,2.401e-4,0,0,0,0,-0.013,1.971,90.012,10.657,935.8,0.001,337.757,0.082,2.831e6,79,50,0.05,0.102,0.003
9.51,2196.667,2196.667,26.385,26.698,-10.11,10.11,135.18,0.039,135.18,89.954,4.075,0.059,28.61,-80.6,0.172,-6.818e-6,-4.412,8.663e-4,76.891,89.954,3967,245,0.393,0.002,9.79,1223,904,4.044,0,0,1.283,0.627,0.355,0.21,0.063,0.627,0.035,0.152,1.215e-5,0,0,0,0,-0.012,1.966,90.012,10.648,935.7,0.001,337.752,0.08,2.78e6,79,50,0.05,0.102,0.003
9.56,2200.955,2200.955,25.88,26.198,-10.1,10.1,135.846,0.043,135.846,89.954,4.072,0.048,28.61,-80.6,0.286,-6.818e-6,-4.183,0.001,76.719,89.954,3967,245,0.393,0.002,9.79,1221,904,4.021,0,0,1.236,0.627,0.355,0.21,0.063,0.627,0.055,0.232,5.751e-5,0,0,0,0,-0.011,1.901,90.012,10.639,935.5,0.001,337.746,0.079,2.728e6,79,50,0.05,0.103,0.003
9.61,2205.157,2205.157,25.375,25.699,-10.085,10.085,136.516,0.043,136.516,89.954,4.069,0.065,28.61,-80.6,0.115,-6.824e-6,-3.953,-0.007,76.49,89.954,3967,245,0.393,0.002,9.79,1224,904,4.064,0,0,1.191,0.627,0.355,0.21,0.063,0.627,0.017,0.081,5.712e-5,0,0,0,0,-0.011,1.98,90.012,10.631,935.4,0.001,337.741,0.077,2.679e6,79,50,0.05,0.103,0.003
9.66,2209.278,2209.278,24.871,25.201,-10.068,10.069,137.182,0.043,137.182,89.954,4.065,0.087,28.61,-80.6,0.172,-6.818e-6,4.011,-0.01,76.318,89.954,3967,245,0.393,0.002,9.79,1223,904,4.045,0,0,1.149,0.627,0.355,0.21,0.063,0.627,0.034,0.127,-4.447e-4,0,0,0,0,0.011,2.089,90.012,10.623,935.2,0.001,337.736,0.076,2.631e6,79,50,0.05,0.103,0.003
9.71,2213.317,2213.317,24.368,24.704,-10.061,10.061,137.848,0.043,137.848,89.954,4.062,0.07,28.61,-80.6,0.003,-6.812e-6,-4.068,-0.401,76.089,89.954,3967,245,0.393,0.002,9.79,1226,904,4.084,0,0,1.103,0.627,0.355,0.21,0.063,0.627,6.104e-4,0.012,-3.543e-4,0,0,0,0,-0.01,1.971,90.012,10.615,935.1,0.001,337.732,0.074,2.578e6,79,50,0.05,0.104,0.003
9.76,2217.274,2217.274,23.865,24.208,-10.047,10.047,138.514,0.043,138.514,89.954,4.058,0.081,28.61,-80.6,0.172,-6.812e-6,4.125,-0.011,75.86,89.954,3967,245,0.393,0.002,9.79,1223,904,4.049,0,0,1.061,0.627,0.355,0.21,0.063,0.627,0.031,0.111,9.091e-5,0,0,0,0,0.013,2.019,90.012,10.607,935,0.001,337.727,0.073,2.528e6,79,50,0.05,0.104,0.003
9.81,2221.148,2221.148,23.363,23.712,-10.038,10.038,139.18,0.043,139.18,89.954,4.054,0.072,28.61,-80.6,0.057,-6.818e-6,4.183,-0.018,75.688,89.954,3967,245,0.393,0.002,9.79,1224,904,4.068,0,0,1.018,0.627,0.355,0.21,0.063,0.627,0.014,0.042,3.782e-4,0,0,0,0,0.014,1.944,90.012,10.599,934.8,0.001,337.722,0.071,2.476e6,79,50,0.05,0.104,0.003
9.86,2224.941,2224.941,22.862,23.218,-10.025,10.026,139.846,0.043,139.846,89.954,4.05,0.079,28.61,-80.6,0.229,-6.812e-6,4.297,-0.008,75.459,89.954,3967,245,0.393,0.002,9.79,1222,904,4.041,0,0,0.978,0.627,0.355,0.21,0.063,0.627,0.037,0.136,4.675e-4,0,0,0,0,0.015,1.965,90.012,10.592,934.7,0.001,337.718,0.07,2.427e6,79,50,0.05,0.105,0.003
9.91,2228.648,2228.648,22.361,22.724,-10.013,10.013,140.509,0.043,140.509,89.954,4.046,0.087,28.61,-80.6,0.401,-6.812e-6,4.412,-0.005,75.229,89.954,3967,245,0.393,0.002,9.79,1220,904,4.008,0,0,0.939,0.627,0.355,0.209,0.062,0.627,0.067,0.252,2.328e-4,0,0,0,0,0.017,1.997,90.012,10.585,934.6,0.001,337.713,0.069,2.377e6,79,50,0.05,0.105,0.003
9.96,2232.277,2232.277,21.86,22.231,-10,10,141.171,0.046,141.171,89.954,4.041,0.1,28.61,-80.6,0.63,-6.824e-6,4.698,-0.003,75,89.954,3967,245,0.393,0.002,9.79,1216,904,3.961,0,0,0.902,0.627,0.355,0.209,0.062,0.627,0.109,0.411,-1.46e-4,0,0,0,0,0.02,2.054,90.012,10.577,934.5,0.001,337.709,0.067,2.329e6,79,50,0.05,0.105,0.003
10.01,2235.82,2235.82,21.361,21.739,-9.99,9.99,141.834,0.046,141.834,89.954,4.036,0.099,28.61,-80.6,0.63,-6.83e-6,5.042,-0.002,74.771,89.954,3967,245,0.393,0.002,9.79,1215,904,3.953,0,0,0.863,0.627,0.355,0.209,0.062,0.628,0.116,0.436,-3.401e-4,0,0,0,0,0.024,2.035,90.012,10.57,934.3,0.001,337.705,0.066,2.279e6,79,50,0.05,0.105,0.003
10.06,2239.285,2239.285,20.861,21.247,-9.977,9.978,142.497,0.046,142.497,89.954,4.031,0.112,28.61,-80.6,0.917,-6.812e-6,5.443,-0.002,74.542,89.954,3967,245,0.393,0.002,9.79,1211,904,3.901,0,0,0.829,0.627,0.355,0.209,0.062,0.628,0.166,0.618,1.786e-4,0,0,0,0,0.029,2.105,90.012,10.564,934.2,0.001,337.7,0.064,2.231e6,79,50,0.05,0.106,0.003
10.11,2242.664,2242.664,20.363,20.757,-9.962,9.963,143.156,0.046,143.156,89.954,4.025,0.134,28.61,-80.6,1.318,-6.83e-6,6.073,-0.001,74.255,89.954,3967,245,0.393,0.002,9.79,1205,904,3.818,0,0,0.798,0.627,0.355,0.209,0.062,0.63,0.25,0.917,3.988e-4,0,0,0,0,0.037,2.246,90.012,10.557,934.1,0.001,337.696,0.063,2.186e6,79,50,0.05,0.106,0.003
10.16,2245.965,2245.965,19.865,20.267,-9.956,9.956,143.819,0.046,143.819,89.954,4.019,0.122,28.61,-80.6,1.203,-6.835e-6,6.646,-5.675e-4,73.912,89.954,3967,245,0.393,0.002,9.79,1206,904,3.84,0,0,0.76,0.627,0.355,0.209,0.062,0.629,0.227,0.826,4.942e-4,0,0,0,0,0.047,2.175,90.012,10.55,934,0.001,337.692,0.062,2.135e6,79,50,0.05,0.106,0.003
10.21,2249.183,2249.183,19.367,19.779,-9.945,9.946,144.475,0.046,144.475,89.954,4.012,0.125,28.61,-80.6,1.375,-6.835e-6,7.219,-2.73e-5,73.568,89.954,3967,245,0.393,0.002,9.79,1204,904,3.814,0,0,0.727,0.627,0.355,0.209,0.062,0.63,0.253,0.907,-4.823e-4,0,0,0,0,0.058,2.205,90.012,10.544,933.9,0.001,337.689,0.06,2.087e6,79,50,0.05,0.107,0.003
10.26,2252.32,2252.32,18.87,19.291,-9.938,9.939,145.135,0.046,145.135,89.954,4.006,0.117,28.61,-80.6,1.318,-6.824e-6,7.792,8.755e-4,73.167,89.954,3967,245,0.393,0.002,9.79,1205,904,3.824,0,0,0.692,0.627,0.355,0.209,0.062,0.63,0.243,0.858,-1.832e-4,0,0,0,0,0.071,2.17,90.012,10.538,933.8,0.001,337.685,0.059,2.037e6,79,50,0.05,0.107,0.002
10.31,2255.374,2255.374,18.374,18.804,-9.931,9.932,145.791,0.049,145.791,89.954,4.001,0.109,28.61,-80.6,1.203,-6.835e-6,8.308,0.002,72.766,89.954,3967,245,0.393,0.002,9.79,1206,904,3.84,0,0,0.658,0.627,0.355,0.209,0.062,0.629,0.227,0.787,1.757e-4,0,0,0,0,0.085,2.127,90.012,10.532,933.7,0.001,337.681,0.057,1.987e6,79,50,0.05,0.108,0.002
10.36,2258.346,2258.346,17.877,18.318,-9.925,9.926,146.447,0.049,146.447,89.954,3.996,0.098,28.61,-80.6,1.089,-6.841e-6,8.766,0.004,72.365,89.954,3967,245,0.393,0.002,9.79,1208,904,3.866,0,0,0.625,0.627,0.355,0.209,0.062,0.629,0.201,0.678,-6.31e-5,0,0,0,0,0.099,2.068,90.012,10.526,933.6,0.001,337.678,0.056,1.936e6,79,50,0.05,0.108,0.002
10.41,2261.24,2261.24,17.381,17.833,-9.92,9.92,147.103,0.049,147.103,89.954,3.991,0.086,28.61,-80.6,0.917,-6.835e-6,9.11,0.006,71.906,89.954,3967,245,0.393,0.002,9.79,1211,904,3.899,0,0,0.592,0.627,0.355,0.209,0.062,0.628,0.168,0.542,-3.924e-4,0,0,0,0,0.112,1.997,90.012,10.52,933.5,0.001,337.674,0.054,1.885e6,79,50,0.05,0.108,0.002
10.46,2264.049,2264.049,16.885,17.35,-9.915,9.915,147.756,0.049,147.756,89.954,3.987,0.075,28.61,-80.6,0.745,-6.835e-6,9.339,0.01,71.448,89.954,3967,245,0.393,0.002,9.79,1214,904,3.938,0,0,0.56,0.626,0.355,0.209,0.062,0.627,0.131,0.39,-2.971e-4,0,0,0,0,0.125,1.918,90.012,10.514,933.4,0.001,337.671,0.053,1.834e6,79,50,0.05,0.108,0.002
10.51,2266.778,2266.778,16.39,16.867,-9.91,9.911,148.409,0.049,148.409,89.954,3.984,0.063,28.61,-80.6,0.516,-6.841e-6,9.454,0.019,70.989,89.954,3967,245,0.393,0.002,9.79,1218,904,3.983,0,0,0.528,0.626,0.355,0.209,0.062,0.627,0.089,0.217,-1.683e-4,0,0,0,0,0.136,1.826,90.012,10.509,933.3,0.001,337.667,0.051,1.783e6,79,50,0.05,0.109,0.002
10.56,2269.426,2269.426,15.894,16.385,-9.901,9.901,149.062,0.049,149.062,89.954,3.98,0.069,28.61,-80.6,0.688,-6.841e-6,9.626,0.014,70.474,89.954,3967,245,0.393,0.002,9.79,1214,904,3.939,0,0,0.502,0.626,0.355,0.209,0.062,0.627,0.129,0.361,2.776e-4,0,0,0,0,0.148,1.872,90.012,10.504,933.2,0.001,337.664,0.05,1.737e6,79,50,0.05,0.109,0.002
10.61,2271.991,2271.991,15.399,15.905,-9.896,9.896,149.715,0.049,149.715,89.954,3.977,0.061,28.61,-80.6,0.573,-6.841e-6,9.74,0.021,70.015,89.954,3967,245,0.393,0.002,9.79,1217,904,3.969,0,0,0.473,0.626,0.355,0.209,0.062,0.627,0.102,0.241,-4.202e-4,0,0,0,0,0.161,1.796,90.012,10.499,933.1,0.001,337.661,0.049,1.686e6,79,50,0.05,0.109,0.002
10.66,2274.478,2274.478,14.905,15.425,-9.89,9.89,150.367,0.052,150.367,89.954,3.974,0.057,28.61,-80.6,0.516,-6.841e-6,9.855,0.026,69.5,89.954,3967,245,0.393,0.002,9.79,1217,904,3.976,0,0,0.445,0.626,0.355,0.209,0.062,0.627,0.095,0.203,-1.328e-4,0,0,0,0,0.175,1.749,90.012,10.494,933,0.001,337.658,0.047,1.637e6,79,50,0.05,0.11,0.002
10.71,2276.883,2276.883,14.41,14.948,-9.883,9.883,151.02,0.052,151.02,89.954,3.971,0.057,28.61,-80.6,0.63,-6.841e-6,9.912,0.024,69.041,89.954,3967,245,0.393,0.002,9.79,1216,904,3.959,0,0,0.42,0.626,0.355,0.209,0.062,0.627,0.111,0.249,-4.986e-5,0,0,0,0,0.188,1.729,90.012,10.489,932.9,0.001,337.655,0.046,1.589e6,79,50,0.05,0.11,0.002
10.76,2279.206,2279.206,13.917,14.471,-9.87,9.87,151.67,0.052,151.67,89.954,3.968,0.076,28.61,-80.6,1.375,-6.841e-6,10.084,0.009,68.526,89.954,3967,245,0.393,0.002,9.79,1204,904,3.815,0,0,0.4,0.626,0.355,0.209,0.062,0.63,0.253,0.758,4.231e-4,0,0,0,0,0.206,1.891,90.012,10.484,932.9,0.001,337.652,0.045,1.548e6,79,50,0.05,0.11,0.002
10.81,2281.45,2281.45,13.423,13.996,-9.857,9.858,152.32,0.052,152.32,89.954,3.964,0.094,28.61,-80.6,2.063,-6.841e-6,10.485,0.005,68.01,89.954,3967,245,0.393,0.002,9.79,1194,904,3.683,0,0,0.382,0.626,0.355,0.209,0.062,0.634,0.397,1.229,2.829e-4,0,0,0,0,0.233,2.031,90.012,10.48,932.8,0.001,337.65,0.044,1.507e6,79,50,0.05,0.111,0.002
10.86,2283.609,2283.609,12.931,13.523,-9.852,9.852,152.972,0.052,152.972,89.954,3.959,0.088,28.61,-80.6,2.063,-6.853e-6,10.886,0.006,67.494,89.954,3967,245,0.393,0.002,9.79,1194,904,3.682,0,0,0.357,0.626,0.355,0.209,0.062,0.634,0.398,1.198,-1.84e-4,0,0,0,0,0.268,1.962,90.012,10.476,932.7,0.001,337.647,0.042,1.458e6,79,50,0.05,0.111,0.002
10.91,2285.692,2285.692,12.438,13.052,-9.842,9.842,153.619,0.052,153.619,89.954,3.954,0.099,28.61,-80.6,2.693,-6.841e-6,11.287,0.004,66.921,89.954,3967,245,0.393,0.002,9.79,1186,904,3.582,0,0,0.339,0.626,0.355,0.209,0.062,0.639,0.52,1.554,-2.415e-4,0,0,0,0,0.308,2.042,90.012,10.472,932.6,0.001,337.645,0.041,1.415e6,79,50,0.05,0.111,0.002
10.96,2287.69,2287.69,11.946,12.582,-9.837,9.838,154.268,0.052,154.268,89.954,3.949,0.094,28.61,-80.6,2.693,-6.847e-6,11.746,0.005,66.349,89.954,3967,245,0.393,0.002,9.79,1186,904,3.576,0,0,0.316,0.626,0.355,0.209,0.062,0.639,0.526,1.525,-1.678e-5,0,0,0,0,0.357,1.966,90.012,10.468,932.6,0.001,337.642,0.039,1.366e6,79,50,0.05,0.112,0.002
11.01,2289.61,2289.61,11.455,12.115,-9.832,9.832,154.915,0.056,154.915,89.954,3.945,0.091,28.61,-80.6,2.865,-6.847e-6,12.204,0.005,65.776,89.954,3967,245,0.393,0.002,9.79,1184,904,3.55,0,0,0.295,0.626,0.355,0.209,0.062,0.64,0.56,1.575,2.18e-4,0,0,0,0,0.411,1.916,90.012,10.464,932.5,0.001,337.64,0.038,1.319e6,79,50,0.05,0.112,0.002
11.06,2291.45,2291.45,10.963,11.65,-9.82,9.821,155.561,0.056,155.561,89.954,3.94,0.107,28.61,-80.6,3.724,-6.853e-6,12.662,0.003,65.145,89.954,3967,245,0.393,0.002,9.79,1172,904,3.405,0,0,0.282,0.626,0.355,0.209,0.062,0.65,0.759,2.113,-4.519e-4,0,0,0,0,0.471,2.041,90.012,10.46,932.4,0.001,337.638,0.037,1.28e6,79,50,0.05,0.112,0.002
11.11,2293.209,2293.209,10.473,11.187,-9.813,9.813,156.207,0.056,156.207,89.954,3.934,0.111,28.61,-80.6,4.24,-6.864e-6,13.178,0.002,64.458,89.954,3967,245,0.393,0.002,9.79,1166,904,3.326,0,0,0.267,0.628,0.357,0.209,0.062,0.658,0.879,2.373,-2.926e-4,0,0,0,0,0.549,2.057,90.012,10.457,932.4,0.001,337.636,0.036,1.236e6,79,50,0.05,0.113,0.001
11.16,2294.885,2294.885,9.982,10.727,-9.805,9.806,156.854,0.056,156.854,89.954,3.929,0.115,28.61,-80.6,4.756,-6.864e-6,13.751,0.002,63.827,89.954,3967,245,0.393,0.002,9.79,1160,904,3.25,0,0,0.252,0.631,0.36,0.209,0.062,0.667,1.002,2.615,4.125e-4,0,0,0,0,0.641,2.06,90.012,10.453,932.3,0.001,337.634,0.034,1.193e6,79,50,0.05,0.113,0.001
11.21,2296.483,2296.483,9.492,10.271,-9.801,9.801,157.497,0.056,157.497,89.954,3.923,0.112,28.61,-80.6,5.099,-6.864e-6,14.324,0.002,63.083,89.954,3967,245,0.393,0.002,9.79,1156,904,3.205,0,0,0.235,0.634,0.362,0.209,0.062,0.675,1.078,2.704,2.429e-4,0,0,0,0,0.75,2.002,90.012,10.45,932.3,0.001,337.632,0.033,1.147e6,79,50,0.05,0.113,0.001
11.26,2297.999,2297.999,9.002,9.818,-9.792,9.792,158.14,0.056,158.14,89.954,3.917,0.121,28.61,-80.6,5.901,-6.858e-6,14.897,0.001,62.395,89.954,3967,245,0.393,0.002,9.79,1147,904,3.091,0,0,0.224,0.636,0.365,0.209,0.062,0.689,1.287,3.109,-1.784e-4,0,0,0,0,0.869,2.048,90.012,10.447,932.2,0.001,337.63,0.032,1.107e6,79,50,0.05,0.113,0.001
11.31,2299.436,2299.436,8.513,9.368,-9.781,9.782,158.783,0.056,158.783,89.954,3.911,0.132,28.61,-80.6,6.933,-6.858e-6,15.47,3.543e-4,61.593,89.954,3967,245,0.393,0.002,9.79,1137,904,2.956,0,0,0.215,0.639,0.367,0.209,0.062,0.709,1.564,3.614,3.002e-4,0,0,0,0,1.009,2.123,90.012,10.444,932.2,0.001,337.628,0.031,1.069e6,79,50,0.05,0.114,0.001
11.36,2300.794,2300.794,8.024,8.923,-9.774,9.775,159.423,0.059,159.423,89.954,3.904,0.134,28.61,-80.6,7.678,-6.864e-6,16.1,2.565e-4,60.848,89.954,3967,245,0.393,0.002,9.79,1130,904,2.869,0,0,0.203,0.642,0.37,0.209,0.062,0.724,1.763,3.874,4.017e-4,0,0,0,0,1.184,2.106,90.012,10.442,932.1,0.001,337.627,0.03,1.027e6,79,50,0.05,0.114,0.001
11.41,2302.07,2302.07,7.535,8.484,-9.77,9.771,160.062,0.059,160.062,89.954,3.898,0.132,28.61,-80.6,8.193,-6.87e-6,16.73,5.471e-4,59.989,89.954,3967,245,0.393,0.002,9.79,1125,904,2.803,0,0,0.189,0.645,0.374,0.209,0.062,0.737,1.923,3.998,-4.742e-4,0,0,0,0,1.392,2.034,90.012,10.439,932.1,0.001,337.625,0.028,9.826e5,79,50,0.05,0.114,0.001
11.46,2303.264,2303.264,7.047,8.05,-9.759,9.76,160.702,0.059,160.702,89.954,3.891,0.142,28.61,-80.599,9.454,-6.87e-6,17.303,-5.306e-5,59.187,89.954,3967,245,0.393,0.002,9.79,1114,904,2.665,0,0,0.181,0.648,0.376,0.209,0.062,0.761,2.297,4.513,-3.297e-4,0,0,0,0,1.608,2.088,90.012,10.437,932,0.001,337.624,0.027,9.469e5,79,50,0.05,0.115,0.001
11.51,2304.38,2304.38,6.559,7.623,-9.746,9.747,161.339,0.059,161.339,89.954,3.883,0.157,28.61,-80.599,11.058,-6.87e-6,17.934,-7.483e-4,58.27,89.954,3967,245,0.393,0.002,9.79,1101,904,2.506,0,0,0.176,0.65,0.379,0.209,0.062,0.79,2.796,5.159,1.714e-4,0,0,0,0,1.85,2.184,90.012,10.435,932,0.001,337.622,0.026,9.154e5,79,50,0.05,0.115,0.001
11.56,2305.417,2305.417,6.072,7.204,-9.737,9.738,161.975,0.059,161.975,89.954,3.875,0.162,28.61,-80.599,12.261,-6.87e-6,18.621,-8.027e-4,57.353,89.954,3967,245,0.393,0.002,9.79,1093,904,2.394,0,0,0.166,0.653,0.382,0.209,0.062,0.812,3.204,5.511,-4.807e-4,0,0,0,0,2.159,2.174,90.012,10.433,932,0.001,337.621,0.025,8.781e5,79,50,0.05,0.115,9.61e-4
11.61,2306.371,2306.371,5.586,6.794,-9.724,9.725,162.612,0.059,162.612,89.954,3.867,0.174,28.61,-80.599,13.923,-6.87e-6,19.251,-0.001,56.436,89.954,3967,245,0.393,0.002,9.79,1082,904,2.255,0,0,0.159,0.656,0.385,0.209,0.062,0.836,3.784,6.045,-2.499e-4,0,0,0,0,2.489,2.224,90.012,10.431,931.9,0.001,337.62,0.024,8.467e5,79,50,0.05,0.116,9.106e-4
